Shops,Date,quantity
shop_19,2022-04-12,1133.0
shop_0,2022-04-11,167.0
shop_1,2022-04-11,494.0
shop_2,2022-04-11,75.0
shop_4,2022-04-11,862.0
shop_6,2022-04-11,1069.0
shop_7,2022-04-11,203.0
shop_8,2022-04-11,285.0
shop_9,2022-04-11,765.0
shop_11,2022-04-11,442.0
shop_12,2022-04-11,155.0
shop_13,2022-04-11,1102.0
shop_14,2022-04-11,182.0
shop_15,2022-04-11,105.0
shop_16,2022-04-11,537.0
shop_17,2022-04-11,242.0
shop_18,2022-04-11,25.0
shop_19,2022-04-11,1340.0
shop_0,2022-04-10,78.0
shop_1,2022-04-10,1236.0
shop_2,2022-04-10,77.0
shop_3,2022-04-10,410.0
shop_4,2022-04-10,374.0
shop_5,2022-04-10,34.0
shop_6,2022-04-10,535.0
shop_7,2022-04-10,135.0
shop_8,2022-04-10,518.0
shop_9,2022-04-10,90.0
shop_10,2022-04-10,100.0
shop_11,2022-04-10,253.0
shop_12,2022-04-10,27.0
shop_13,2022-04-10,681.0
shop_14,2022-04-10,6.0
shop_15,2022-04-10,266.0
shop_16,2022-04-10,986.0
shop_17,2022-04-10,359.0
shop_19,2022-04-10,1498.0
shop_0,2022-04-09,222.0
shop_1,2022-04-09,491.0
shop_3,2022-04-09,460.0
shop_4,2022-04-09,262.0
shop_6,2022-04-09,874.0
shop_7,2022-04-09,5.0
shop_8,2022-04-09,182.0
shop_9,2022-04-09,216.0
shop_10,2022-04-09,90.0
shop_11,2022-04-09,5.0
shop_12,2022-04-09,139.0
shop_13,2022-04-09,550.0
shop_14,2022-04-09,118.0
shop_15,2022-04-09,881.0
shop_16,2022-04-09,103.0
shop_17,2022-04-09,1293.0
shop_18,2022-04-09,253.0
shop_19,2022-04-09,1394.0
shop_0,2022-04-08,33.0
shop_1,2022-04-08,173.0
shop_2,2022-04-08,268.0
shop_3,2022-04-08,170.0
shop_5,2022-04-08,23.0
shop_6,2022-04-08,1148.0
shop_8,2022-04-08,430.0
shop_9,2022-04-08,172.0
shop_11,2022-04-08,228.0
shop_13,2022-04-08,841.0
shop_14,2022-04-08,121.0
shop_15,2022-04-08,569.0
shop_16,2022-04-08,580.0
shop_17,2022-04-08,370.0
shop_18,2022-04-08,12.0
shop_19,2022-04-08,73.0
shop_0,2022-04-07,285.0
shop_1,2022-04-07,1151.0
shop_2,2022-04-07,449.0
shop_3,2022-04-07,136.0
shop_4,2022-04-07,178.0
shop_5,2022-04-07,157.0
shop_6,2022-04-07,259.0
shop_7,2022-04-07,174.0
shop_8,2022-04-07,320.0
shop_9,2022-04-07,650.0
shop_10,2022-04-07,134.0
shop_11,2022-04-07,148.0
shop_12,2022-04-07,108.0
shop_13,2022-04-07,150.0
shop_14,2022-04-07,101.0
shop_15,2022-04-07,95.0
shop_16,2022-04-07,844.0
shop_17,2022-04-07,331.0
shop_18,2022-04-07,248.0
shop_19,2022-04-07,1270.0
shop_0,2022-04-06,363.0
shop_1,2022-04-06,1426.0
shop_2,2022-04-06,568.0
shop_4,2022-04-06,920.0
shop_5,2022-04-06,96.0
shop_6,2022-04-06,144.0
shop_8,2022-04-06,335.0
shop_9,2022-04-06,706.0
shop_10,2022-04-06,107.0
shop_11,2022-04-06,606.0
shop_12,2022-04-06,186.0
shop_13,2022-04-06,879.0
shop_14,2022-04-06,13.0
shop_15,2022-04-06,665.0
shop_16,2022-04-06,1077.0
shop_17,2022-04-06,1110.0
shop_18,2022-04-06,299.0
shop_19,2022-04-06,1269.0
shop_0,2022-04-05,199.0
shop_1,2022-04-05,721.0
shop_2,2022-04-05,545.0
shop_4,2022-04-05,978.0
shop_5,2022-04-05,61.0
shop_6,2022-04-05,743.0
shop_7,2022-04-05,100.0
shop_8,2022-04-05,662.0
shop_9,2022-04-05,202.0
shop_10,2022-04-05,188.0
shop_11,2022-04-05,559.0
shop_12,2022-04-05,152.0
shop_13,2022-04-05,1429.0
shop_14,2022-04-05,7.0
shop_15,2022-04-05,727.0
shop_16,2022-04-05,545.0
shop_17,2022-04-05,73.0
shop_18,2022-04-05,161.0
shop_19,2022-04-05,25.0
shop_0,2022-04-04,51.0
shop_1,2022-04-04,1401.0
shop_2,2022-04-04,688.0
shop_3,2022-04-04,100.0
shop_4,2022-04-04,737.0
shop_5,2022-04-04,34.0
shop_6,2022-04-04,1221.0
shop_7,2022-04-04,70.0
shop_8,2022-04-04,288.0
shop_9,2022-04-04,177.0
shop_11,2022-04-04,617.0
shop_12,2022-04-04,183.0
shop_13,2022-04-04,1017.0
shop_15,2022-04-04,15.0
shop_16,2022-04-04,236.0
shop_17,2022-04-04,403.0
shop_18,2022-04-04,63.0
shop_19,2022-04-04,839.0
shop_0,2022-04-03,235.0
shop_1,2022-04-03,1251.0
shop_3,2022-04-03,319.0
shop_4,2022-04-03,668.0
shop_5,2022-04-03,101.0
shop_6,2022-04-03,471.0
shop_7,2022-04-03,18.0
shop_8,2022-04-03,438.0
shop_9,2022-04-03,592.0
shop_11,2022-04-03,412.0
shop_12,2022-04-03,184.0
shop_13,2022-04-03,291.0
shop_14,2022-04-03,29.0
shop_15,2022-04-03,796.0
shop_16,2022-04-03,60.0
shop_17,2022-04-03,968.0
shop_18,2022-04-03,453.0
shop_19,2022-04-03,283.0
shop_0,2022-04-02,321.0
shop_1,2022-04-02,1249.0
shop_2,2022-04-02,279.0
shop_3,2022-04-02,21.0
shop_4,2022-04-02,128.0
shop_6,2022-04-02,115.0
shop_7,2022-04-02,102.0
shop_8,2022-04-02,333.0
shop_9,2022-04-02,1011.0
shop_10,2022-04-02,90.0
shop_11,2022-04-02,469.0
shop_12,2022-04-02,28.0
shop_13,2022-04-02,1549.0
shop_14,2022-04-02,220.0
shop_15,2022-04-02,357.0
shop_16,2022-04-02,831.0
shop_17,2022-04-02,919.0
shop_18,2022-04-02,177.0
shop_19,2022-04-02,146.0
shop_0,2022-04-01,353.0
shop_1,2022-04-01,1451.0
shop_2,2022-04-01,544.0
shop_3,2022-04-01,73.0
shop_4,2022-04-01,111.0
shop_5,2022-04-01,97.0
shop_6,2022-04-01,1218.0
shop_7,2022-04-01,217.0
shop_8,2022-04-01,205.0
shop_9,2022-04-01,926.0
shop_11,2022-04-01,628.0
shop_12,2022-04-01,49.0
shop_13,2022-04-01,1453.0
shop_14,2022-04-01,166.0
shop_15,2022-04-01,829.0
shop_16,2022-04-01,907.0
shop_17,2022-04-01,677.0
shop_18,2022-04-01,212.0
shop_19,2022-04-01,1381.0
shop_0,2022-03-31,34.0
shop_1,2022-03-31,1288.0
shop_2,2022-03-31,9.0
shop_3,2022-03-31,67.0
shop_4,2022-03-31,298.0
shop_5,2022-03-31,4.0
shop_6,2022-03-31,1151.0
shop_7,2022-03-31,138.0
shop_8,2022-03-31,354.0
shop_9,2022-03-31,1007.0
shop_10,2022-03-31,151.0
shop_11,2022-03-31,629.0
shop_12,2022-03-31,2.0
shop_13,2022-03-31,1596.0
shop_14,2022-03-31,117.0
shop_15,2022-03-31,914.0
shop_16,2022-03-31,663.0
shop_17,2022-03-31,1238.0
shop_18,2022-03-31,246.0
shop_19,2022-03-31,1156.0
shop_0,2022-03-30,328.0
shop_1,2022-03-30,220.0
shop_3,2022-03-30,54.0
shop_4,2022-03-30,231.0
shop_5,2022-03-30,94.0
shop_6,2022-03-30,1145.0
shop_7,2022-03-30,215.0
shop_8,2022-03-30,176.0
shop_9,2022-03-30,683.0
shop_10,2022-03-30,80.0
shop_12,2022-03-30,123.0
shop_13,2022-03-30,1141.0
shop_14,2022-03-30,142.0
shop_15,2022-03-30,621.0
shop_16,2022-03-30,265.0
shop_17,2022-03-30,204.0
shop_19,2022-03-30,519.0
shop_0,2022-03-29,151.0
shop_1,2022-03-29,635.0
shop_2,2022-03-29,145.0
shop_3,2022-03-29,489.0
shop_4,2022-03-29,644.0
shop_5,2022-03-29,91.0
shop_6,2022-03-29,1215.0
shop_7,2022-03-29,144.0
shop_8,2022-03-29,978.0
shop_9,2022-03-29,831.0
shop_10,2022-03-29,118.0
shop_11,2022-03-29,606.0
shop_12,2022-03-29,134.0
shop_13,2022-03-29,550.0
shop_15,2022-03-29,542.0
shop_16,2022-03-29,1123.0
shop_17,2022-03-29,1165.0
shop_18,2022-03-29,442.0
shop_19,2022-03-29,1706.0
shop_0,2022-03-28,454.0
shop_1,2022-03-28,73.0
shop_2,2022-03-28,536.0
shop_3,2022-03-28,187.0
shop_4,2022-03-28,1039.0
shop_5,2022-03-28,64.0
shop_6,2022-03-28,1334.0
shop_8,2022-03-28,213.0
shop_9,2022-03-28,474.0
shop_11,2022-03-28,635.0
shop_12,2022-03-28,136.0
shop_13,2022-03-28,1352.0
shop_15,2022-03-28,547.0
shop_16,2022-03-28,152.0
shop_17,2022-03-28,775.0
shop_18,2022-03-28,22.0
shop_19,2022-03-28,602.0
shop_0,2022-03-27,49.0
shop_1,2022-03-27,1461.0
shop_2,2022-03-27,580.0
shop_3,2022-03-27,416.0
shop_4,2022-03-27,38.0
shop_5,2022-03-27,47.0
shop_6,2022-03-27,1506.0
shop_7,2022-03-27,208.0
shop_8,2022-03-27,484.0
shop_9,2022-03-27,751.0
shop_11,2022-03-27,565.0
shop_12,2022-03-27,71.0
shop_13,2022-03-27,956.0
shop_15,2022-03-27,431.0
shop_16,2022-03-27,68.0
shop_17,2022-03-27,58.0
shop_18,2022-03-27,399.0
shop_19,2022-03-27,181.0
shop_1,2022-03-26,1580.0
shop_2,2022-03-26,383.0
shop_3,2022-03-26,420.0
shop_4,2022-03-26,234.0
shop_5,2022-03-26,174.0
shop_6,2022-03-26,1382.0
shop_7,2022-03-26,136.0
shop_8,2022-03-26,842.0
shop_9,2022-03-26,1111.0
shop_10,2022-03-26,141.0
shop_12,2022-03-26,75.0
shop_13,2022-03-26,418.0
shop_14,2022-03-26,193.0
shop_15,2022-03-26,799.0
shop_16,2022-03-26,739.0
shop_17,2022-03-26,1261.0
shop_18,2022-03-26,398.0
shop_19,2022-03-26,1669.0
shop_0,2022-03-25,110.0
shop_1,2022-03-25,96.0
shop_2,2022-03-25,18.0
shop_3,2022-03-25,291.0
shop_4,2022-03-25,842.0
shop_6,2022-03-25,861.0
shop_7,2022-03-25,75.0
shop_8,2022-03-25,290.0
shop_9,2022-03-25,1426.0
shop_10,2022-03-25,143.0
shop_11,2022-03-25,98.0
shop_12,2022-03-25,95.0
shop_13,2022-03-25,1051.0
shop_14,2022-03-25,33.0
shop_15,2022-03-25,563.0
shop_16,2022-03-25,9.0
shop_17,2022-03-25,100.0
shop_18,2022-03-25,519.0
shop_19,2022-03-25,1745.0
shop_0,2022-03-24,454.0
shop_1,2022-03-24,954.0
shop_2,2022-03-24,702.0
shop_3,2022-03-24,215.0
shop_4,2022-03-24,182.0
shop_5,2022-03-24,90.0
shop_6,2022-03-24,759.0
shop_7,2022-03-24,209.0
shop_8,2022-03-24,768.0
shop_9,2022-03-24,116.0
shop_10,2022-03-24,73.0
shop_11,2022-03-24,328.0
shop_12,2022-03-24,60.0
shop_13,2022-03-24,252.0
shop_14,2022-03-24,212.0
shop_15,2022-03-24,801.0
shop_16,2022-03-24,738.0
shop_17,2022-03-24,357.0
shop_18,2022-03-24,314.0
shop_19,2022-03-24,86.0
shop_0,2022-03-23,314.0
shop_1,2022-03-23,298.0
shop_2,2022-03-23,100.0
shop_3,2022-03-23,87.0
shop_4,2022-03-23,1161.0
shop_5,2022-03-23,68.0
shop_6,2022-03-23,1155.0
shop_7,2022-03-23,122.0
shop_8,2022-03-23,258.0
shop_9,2022-03-23,629.0
shop_10,2022-03-23,28.0
shop_11,2022-03-23,494.0
shop_12,2022-03-23,36.0
shop_13,2022-03-23,863.0
shop_15,2022-03-23,440.0
shop_16,2022-03-23,928.0
shop_17,2022-03-23,588.0
shop_18,2022-03-23,327.0
shop_19,2022-03-23,189.0
shop_0,2022-03-22,249.0
shop_1,2022-03-22,62.0
shop_2,2022-03-22,722.0
shop_3,2022-03-22,511.0
shop_4,2022-03-22,854.0
shop_5,2022-03-22,199.0
shop_6,2022-03-22,1216.0
shop_7,2022-03-22,73.0
shop_8,2022-03-22,94.0
shop_9,2022-03-22,552.0
shop_11,2022-03-22,94.0
shop_12,2022-03-22,106.0
shop_13,2022-03-22,549.0
shop_14,2022-03-22,41.0
shop_15,2022-03-22,115.0
shop_16,2022-03-22,255.0
shop_17,2022-03-22,1224.0
shop_18,2022-03-22,35.0
shop_19,2022-03-22,487.0
shop_0,2022-03-21,367.0
shop_1,2022-03-21,1579.0
shop_2,2022-03-21,414.0
shop_3,2022-03-21,367.0
shop_4,2022-03-21,805.0
shop_5,2022-03-21,80.0
shop_6,2022-03-21,891.0
shop_7,2022-03-21,253.0
shop_8,2022-03-21,1027.0
shop_9,2022-03-21,221.0
shop_10,2022-03-21,55.0
shop_11,2022-03-21,126.0
shop_12,2022-03-21,145.0
shop_13,2022-03-21,528.0
shop_14,2022-03-21,54.0
shop_15,2022-03-21,629.0
shop_16,2022-03-21,852.0
shop_17,2022-03-21,299.0
shop_18,2022-03-21,216.0
shop_19,2022-03-21,1719.0
shop_0,2022-03-20,297.0
shop_1,2022-03-20,34.0
shop_2,2022-03-20,471.0
shop_3,2022-03-20,98.0
shop_4,2022-03-20,566.0
shop_5,2022-03-20,58.0
shop_6,2022-03-20,138.0
shop_7,2022-03-20,113.0
shop_8,2022-03-20,904.0
shop_9,2022-03-20,151.0
shop_10,2022-03-20,64.0
shop_11,2022-03-20,213.0
shop_12,2022-03-20,40.0
shop_13,2022-03-20,516.0
shop_15,2022-03-20,7.0
shop_16,2022-03-20,50.0
shop_17,2022-03-20,625.0
shop_18,2022-03-20,233.0
shop_19,2022-03-20,800.0
shop_0,2022-03-19,52.0
shop_1,2022-03-19,506.0
shop_2,2022-03-19,314.0
shop_3,2022-03-19,373.0
shop_4,2022-03-19,843.0
shop_6,2022-03-19,902.0
shop_7,2022-03-19,252.0
shop_8,2022-03-19,533.0
shop_9,2022-03-19,1177.0
shop_10,2022-03-19,117.0
shop_11,2022-03-19,358.0
shop_12,2022-03-19,53.0
shop_13,2022-03-19,318.0
shop_14,2022-03-19,176.0
shop_16,2022-03-19,929.0
shop_17,2022-03-19,532.0
shop_18,2022-03-19,401.0
shop_19,2022-03-19,1771.0
shop_0,2022-03-18,336.0
shop_1,2022-03-18,862.0
shop_2,2022-03-18,679.0
shop_3,2022-03-18,483.0
shop_5,2022-03-18,10.0
shop_6,2022-03-18,1519.0
shop_7,2022-03-18,139.0
shop_8,2022-03-18,196.0
shop_9,2022-03-18,454.0
shop_10,2022-03-18,81.0
shop_11,2022-03-18,535.0
shop_12,2022-03-18,187.0
shop_13,2022-03-18,1140.0
shop_14,2022-03-18,221.0
shop_15,2022-03-18,570.0
shop_16,2022-03-18,1018.0
shop_17,2022-03-18,699.0
shop_18,2022-03-18,298.0
shop_19,2022-03-18,242.0
shop_1,2022-03-17,815.0
shop_2,2022-03-17,648.0
shop_4,2022-03-17,366.0
shop_5,2022-03-17,108.0
shop_6,2022-03-17,1299.0
shop_8,2022-03-17,1039.0
shop_9,2022-03-17,749.0
shop_10,2022-03-17,23.0
shop_11,2022-03-17,236.0
shop_12,2022-03-17,28.0
shop_13,2022-03-17,88.0
shop_14,2022-03-17,215.0
shop_15,2022-03-17,930.0
shop_16,2022-03-17,475.0
shop_17,2022-03-17,353.0
shop_18,2022-03-17,563.0
shop_19,2022-03-17,1805.0
shop_0,2022-03-16,371.0
shop_1,2022-03-16,216.0
shop_2,2022-03-16,581.0
shop_3,2022-03-16,551.0
shop_4,2022-03-16,1048.0
shop_7,2022-03-16,15.0
shop_9,2022-03-16,141.0
shop_10,2022-03-16,201.0
shop_11,2022-03-16,68.0
shop_12,2022-03-16,149.0
shop_13,2022-03-16,394.0
shop_14,2022-03-16,175.0
shop_15,2022-03-16,470.0
shop_17,2022-03-16,1461.0
shop_18,2022-03-16,479.0
shop_19,2022-03-16,972.0
shop_0,2022-03-15,276.0
shop_1,2022-03-15,213.0
shop_2,2022-03-15,348.0
shop_3,2022-03-15,336.0
shop_4,2022-03-15,836.0
shop_6,2022-03-15,471.0
shop_7,2022-03-15,165.0
shop_8,2022-03-15,700.0
shop_9,2022-03-15,1160.0
shop_10,2022-03-15,44.0
shop_11,2022-03-15,344.0
shop_13,2022-03-15,1222.0
shop_14,2022-03-15,163.0
shop_15,2022-03-15,783.0
shop_16,2022-03-15,509.0
shop_17,2022-03-15,1276.0
shop_18,2022-03-15,150.0
shop_19,2022-03-15,1647.0
shop_0,2022-03-14,126.0
shop_1,2022-03-14,1237.0
shop_2,2022-03-14,258.0
shop_3,2022-03-14,80.0
shop_4,2022-03-14,582.0
shop_5,2022-03-14,4.0
shop_6,2022-03-14,575.0
shop_7,2022-03-14,72.0
shop_8,2022-03-14,104.0
shop_9,2022-03-14,1494.0
shop_11,2022-03-14,419.0
shop_12,2022-03-14,34.0
shop_13,2022-03-14,1331.0
shop_14,2022-03-14,231.0
shop_15,2022-03-14,489.0
shop_16,2022-03-14,199.0
shop_17,2022-03-14,1119.0
shop_19,2022-03-14,1286.0
shop_0,2022-03-13,171.0
shop_1,2022-03-13,1337.0
shop_2,2022-03-13,13.0
shop_3,2022-03-13,221.0
shop_4,2022-03-13,722.0
shop_5,2022-03-13,59.0
shop_6,2022-03-13,158.0
shop_7,2022-03-13,84.0
shop_8,2022-03-13,253.0
shop_9,2022-03-13,785.0
shop_10,2022-03-13,148.0
shop_11,2022-03-13,453.0
shop_12,2022-03-13,45.0
shop_13,2022-03-13,1376.0
shop_14,2022-03-13,37.0
shop_15,2022-03-13,1067.0
shop_16,2022-03-13,957.0
shop_17,2022-03-13,1361.0
shop_18,2022-03-13,39.0
shop_19,2022-03-13,1220.0
shop_0,2022-03-12,487.0
shop_2,2022-03-12,150.0
shop_3,2022-03-12,366.0
shop_4,2022-03-12,1207.0
shop_5,2022-03-12,119.0
shop_6,2022-03-12,72.0
shop_7,2022-03-12,272.0
shop_8,2022-03-12,943.0
shop_9,2022-03-12,350.0
shop_10,2022-03-12,127.0
shop_11,2022-03-12,750.0
shop_12,2022-03-12,27.0
shop_13,2022-03-12,314.0
shop_14,2022-03-12,49.0
shop_15,2022-03-12,606.0
shop_16,2022-03-12,1183.0
shop_17,2022-03-12,378.0
shop_18,2022-03-12,83.0
shop_19,2022-03-12,498.0
shop_0,2022-03-11,128.0
shop_1,2022-03-11,1132.0
shop_2,2022-03-11,45.0
shop_3,2022-03-11,580.0
shop_4,2022-03-11,1030.0
shop_5,2022-03-11,87.0
shop_6,2022-03-11,673.0
shop_7,2022-03-11,6.0
shop_8,2022-03-11,467.0
shop_9,2022-03-11,876.0
shop_11,2022-03-11,233.0
shop_12,2022-03-11,93.0
shop_13,2022-03-11,1333.0
shop_14,2022-03-11,81.0
shop_15,2022-03-11,41.0
shop_16,2022-03-11,267.0
shop_17,2022-03-11,488.0
shop_18,2022-03-11,101.0
shop_19,2022-03-11,281.0
shop_0,2022-03-10,96.0
shop_1,2022-03-10,1142.0
shop_2,2022-03-10,445.0
shop_3,2022-03-10,8.0
shop_4,2022-03-10,467.0
shop_5,2022-03-10,201.0
shop_6,2022-03-10,1105.0
shop_7,2022-03-10,273.0
shop_8,2022-03-10,538.0
shop_9,2022-03-10,800.0
shop_10,2022-03-10,201.0
shop_11,2022-03-10,174.0
shop_13,2022-03-10,360.0
shop_14,2022-03-10,55.0
shop_15,2022-03-10,47.0
shop_16,2022-03-10,596.0
shop_17,2022-03-10,243.0
shop_18,2022-03-10,606.0
shop_19,2022-03-10,1384.0
shop_0,2022-03-09,306.0
shop_1,2022-03-09,807.0
shop_2,2022-03-09,513.0
shop_3,2022-03-09,314.0
shop_4,2022-03-09,172.0
shop_5,2022-03-09,35.0
shop_6,2022-03-09,1216.0
shop_7,2022-03-09,39.0
shop_8,2022-03-09,1023.0
shop_9,2022-03-09,620.0
shop_10,2022-03-09,44.0
shop_11,2022-03-09,550.0
shop_12,2022-03-09,105.0
shop_13,2022-03-09,1723.0
shop_14,2022-03-09,169.0
shop_15,2022-03-09,227.0
shop_16,2022-03-09,647.0
shop_17,2022-03-09,490.0
shop_18,2022-03-09,36.0
shop_19,2022-03-09,1042.0
shop_1,2022-03-08,660.0
shop_2,2022-03-08,436.0
shop_3,2022-03-08,221.0
shop_6,2022-03-08,81.0
shop_8,2022-03-08,205.0
shop_9,2022-03-08,1124.0
shop_10,2022-03-08,5.0
shop_11,2022-03-08,210.0
shop_12,2022-03-08,209.0
shop_13,2022-03-08,892.0
shop_14,2022-03-08,145.0
shop_15,2022-03-08,549.0
shop_16,2022-03-08,973.0
shop_17,2022-03-08,594.0
shop_18,2022-03-08,343.0
shop_19,2022-03-08,233.0
shop_0,2022-03-07,148.0
shop_1,2022-03-07,1736.0
shop_2,2022-03-07,838.0
shop_3,2022-03-07,184.0
shop_4,2022-03-07,859.0
shop_5,2022-03-07,11.0
shop_6,2022-03-07,972.0
shop_7,2022-03-07,71.0
shop_8,2022-03-07,470.0
shop_9,2022-03-07,846.0
shop_11,2022-03-07,799.0
shop_12,2022-03-07,278.0
shop_13,2022-03-07,1630.0
shop_14,2022-03-07,243.0
shop_15,2022-03-07,978.0
shop_16,2022-03-07,1237.0
shop_17,2022-03-07,888.0
shop_18,2022-03-07,10.0
shop_19,2022-03-07,634.0
shop_1,2022-03-06,1668.0
shop_2,2022-03-06,116.0
shop_3,2022-03-06,571.0
shop_4,2022-03-06,504.0
shop_5,2022-03-06,186.0
shop_6,2022-03-06,1014.0
shop_7,2022-03-06,234.0
shop_8,2022-03-06,62.0
shop_9,2022-03-06,362.0
shop_10,2022-03-06,126.0
shop_11,2022-03-06,49.0
shop_12,2022-03-06,96.0
shop_13,2022-03-06,541.0
shop_14,2022-03-06,188.0
shop_15,2022-03-06,522.0
shop_16,2022-03-06,645.0
shop_17,2022-03-06,662.0
shop_18,2022-03-06,495.0
shop_19,2022-03-06,1382.0
shop_0,2022-03-05,80.0
shop_1,2022-03-05,140.0
shop_2,2022-03-05,616.0
shop_3,2022-03-05,12.0
shop_4,2022-03-05,652.0
shop_5,2022-03-05,181.0
shop_6,2022-03-05,500.0
shop_7,2022-03-05,236.0
shop_8,2022-03-05,1028.0
shop_9,2022-03-05,380.0
shop_11,2022-03-05,317.0
shop_12,2022-03-05,171.0
shop_13,2022-03-05,1554.0
shop_14,2022-03-05,159.0
shop_15,2022-03-05,268.0
shop_16,2022-03-05,632.0
shop_17,2022-03-05,409.0
shop_18,2022-03-05,388.0
shop_19,2022-03-05,1557.0
shop_1,2022-03-04,967.0
shop_2,2022-03-04,502.0
shop_3,2022-03-04,462.0
shop_4,2022-03-04,227.0
shop_5,2022-03-04,6.0
shop_6,2022-03-04,796.0
shop_9,2022-03-04,699.0
shop_10,2022-03-04,35.0
shop_11,2022-03-04,846.0
shop_12,2022-03-04,89.0
shop_13,2022-03-04,1706.0
shop_14,2022-03-04,158.0
shop_15,2022-03-04,265.0
shop_16,2022-03-04,9.0
shop_17,2022-03-04,621.0
shop_18,2022-03-04,203.0
shop_19,2022-03-04,520.0
shop_0,2022-03-03,45.0
shop_1,2022-03-03,917.0
shop_2,2022-03-03,226.0
shop_3,2022-03-03,181.0
shop_4,2022-03-03,80.0
shop_5,2022-03-03,36.0
shop_6,2022-03-03,794.0
shop_7,2022-03-03,204.0
shop_8,2022-03-03,1128.0
shop_9,2022-03-03,1042.0
shop_11,2022-03-03,694.0
shop_12,2022-03-03,66.0
shop_13,2022-03-03,1070.0
shop_14,2022-03-03,58.0
shop_15,2022-03-03,1041.0
shop_16,2022-03-03,794.0
shop_17,2022-03-03,149.0
shop_18,2022-03-03,389.0
shop_19,2022-03-03,1209.0
shop_0,2022-03-02,426.0
shop_1,2022-03-02,91.0
shop_2,2022-03-02,613.0
shop_4,2022-03-02,412.0
shop_5,2022-03-02,87.0
shop_6,2022-03-02,837.0
shop_8,2022-03-02,227.0
shop_9,2022-03-02,1483.0
shop_10,2022-03-02,165.0
shop_11,2022-03-02,726.0
shop_12,2022-03-02,229.0
shop_13,2022-03-02,607.0
shop_14,2022-03-02,134.0
shop_15,2022-03-02,860.0
shop_16,2022-03-02,289.0
shop_17,2022-03-02,1457.0
shop_18,2022-03-02,309.0
shop_19,2022-03-02,520.0
shop_0,2022-03-01,346.0
shop_1,2022-03-01,1376.0
shop_2,2022-03-01,644.0
shop_3,2022-03-01,232.0
shop_4,2022-03-01,253.0
shop_5,2022-03-01,73.0
shop_6,2022-03-01,284.0
shop_7,2022-03-01,68.0
shop_8,2022-03-01,835.0
shop_9,2022-03-01,99.0
shop_11,2022-03-01,318.0
shop_12,2022-03-01,146.0
shop_13,2022-03-01,741.0
shop_14,2022-03-01,250.0
shop_15,2022-03-01,1003.0
shop_16,2022-03-01,1245.0
shop_17,2022-03-01,726.0
shop_18,2022-03-01,82.0
shop_19,2022-03-01,1591.0
shop_0,2022-02-28,73.0
shop_1,2022-02-28,166.0
shop_2,2022-02-28,657.0
shop_3,2022-02-28,406.0
shop_4,2022-02-28,1217.0
shop_5,2022-02-28,162.0
shop_6,2022-02-28,368.0
shop_7,2022-02-28,60.0
shop_8,2022-02-28,798.0
shop_9,2022-02-28,247.0
shop_10,2022-02-28,189.0
shop_11,2022-02-28,23.0
shop_12,2022-02-28,145.0
shop_13,2022-02-28,897.0
shop_14,2022-02-28,87.0
shop_15,2022-02-28,240.0
shop_16,2022-02-28,1089.0
shop_17,2022-02-28,1160.0
shop_18,2022-02-28,276.0
shop_19,2022-02-28,18.0
shop_0,2022-02-27,358.0
shop_1,2022-02-27,409.0
shop_2,2022-02-27,459.0
shop_3,2022-02-27,455.0
shop_4,2022-02-27,1339.0
shop_5,2022-02-27,111.0
shop_6,2022-02-27,545.0
shop_7,2022-02-27,67.0
shop_8,2022-02-27,744.0
shop_9,2022-02-27,182.0
shop_10,2022-02-27,141.0
shop_11,2022-02-27,469.0
shop_12,2022-02-27,192.0
shop_13,2022-02-27,986.0
shop_14,2022-02-27,194.0
shop_15,2022-02-27,794.0
shop_16,2022-02-27,679.0
shop_17,2022-02-27,1299.0
shop_18,2022-02-27,636.0
shop_19,2022-02-27,5.0
shop_0,2022-02-26,139.0
shop_1,2022-02-26,879.0
shop_2,2022-02-26,388.0
shop_3,2022-02-26,395.0
shop_4,2022-02-26,894.0
shop_6,2022-02-26,593.0
shop_7,2022-02-26,272.0
shop_8,2022-02-26,721.0
shop_9,2022-02-26,394.0
shop_10,2022-02-26,20.0
shop_11,2022-02-26,183.0
shop_13,2022-02-26,1458.0
shop_14,2022-02-26,33.0
shop_15,2022-02-26,901.0
shop_16,2022-02-26,1014.0
shop_17,2022-02-26,95.0
shop_18,2022-02-26,498.0
shop_19,2022-02-26,1212.0
shop_0,2022-02-25,69.0
shop_1,2022-02-25,1417.0
shop_2,2022-02-25,6.0
shop_3,2022-02-25,359.0
shop_4,2022-02-25,14.0
shop_5,2022-02-25,114.0
shop_6,2022-02-25,1422.0
shop_7,2022-02-25,107.0
shop_8,2022-02-25,255.0
shop_9,2022-02-25,405.0
shop_10,2022-02-25,180.0
shop_11,2022-02-25,435.0
shop_12,2022-02-25,6.0
shop_13,2022-02-25,886.0
shop_14,2022-02-25,185.0
shop_15,2022-02-25,525.0
shop_16,2022-02-25,161.0
shop_17,2022-02-25,395.0
shop_18,2022-02-25,26.0
shop_19,2022-02-25,1111.0
shop_1,2022-02-24,1814.0
shop_3,2022-02-24,323.0
shop_4,2022-02-24,57.0
shop_5,2022-02-24,240.0
shop_6,2022-02-24,1208.0
shop_7,2022-02-24,188.0
shop_8,2022-02-24,215.0
shop_9,2022-02-24,741.0
shop_10,2022-02-24,214.0
shop_11,2022-02-24,599.0
shop_12,2022-02-24,205.0
shop_13,2022-02-24,109.0
